region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
Thailand,trn_freight_road,Heavy truck,Liquids,2040,non-energy,0.3023,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2045,non-energy,0.3041,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2050,non-energy,0.306,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2055,non-energy,0.3061,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2060,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2065,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2070,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2075,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2080,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2085,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2090,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2095,non-energy,0.3062,CORE
Thailand,trn_freight_road,Heavy truck,Liquids,2100,non-energy,0.3062,CORE
Thailand,trn_freight_road,Light truck,Liquids,1975,non-energy,0.1632,CORE
Thailand,trn_freight_road,Light truck,Liquids,1990,non-energy,0.1632,CORE
Thailand,trn_freight_road,Light truck,Liquids,2005,non-energy,0.1696,CORE
Thailand,trn_freight_road,Light truck,Liquids,2010,non-energy,0.1696,CORE
Thailand,trn_freight_road,Light truck,Liquids,2015,non-energy,0.1696,CORE
Thailand,trn_freight_road,Light truck,Liquids,2020,non-energy,0.1768,CORE
Thailand,trn_freight_road,Light truck,Liquids,2025,non-energy,0.1814,CORE
Thailand,trn_freight_road,Light truck,Liquids,2030,non-energy,0.1859,CORE
Thailand,trn_freight_road,Light truck,Liquids,2035,non-energy,0.1864,CORE
Thailand,trn_freight_road,Light truck,Liquids,2040,non-energy,0.1869,CORE
Thailand,trn_freight_road,Light truck,Liquids,2045,non-energy,0.1871,CORE
Thailand,trn_freight_road,Light truck,Liquids,2050,non-energy,0.1873,CORE
Thailand,trn_freight_road,Light truck,Liquids,2055,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2060,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2065,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2070,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2075,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2080,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2085,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2090,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2095,non-energy,0.1874,CORE
Thailand,trn_freight_road,Light truck,Liquids,2100,non-energy,0.1874,CORE
Thailand,trn_freight_road,Medium truck,Liquids,1975,non-energy,0.2543,CORE
Thailand,trn_freight_road,Medium truck,Liquids,1990,non-energy,0.2543,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2005,non-energy,0.2712,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2010,non-energy,0.2712,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2015,non-energy,0.2712,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2020,non-energy,0.2767,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2025,non-energy,0.2834,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2030,non-energy,0.2897,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2035,non-energy,0.2913,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2040,non-energy,0.2929,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2045,non-energy,0.2949,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2050,non-energy,0.2969,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2055,non-energy,0.297,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2060,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2065,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2070,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2075,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2080,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2085,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2090,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2095,non-energy,0.2971,CORE
Thailand,trn_freight_road,Medium truck,Liquids,2100,non-energy,0.2971,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,1975,non-energy,0.0218,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,1990,non-energy,0.0218,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2005,non-energy,0.0192,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2010,non-energy,0.0197,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2015,non-energy,0.0202,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2020,non-energy,0.0208,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2025,non-energy,0.0214,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2030,non-energy,0.022,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2035,non-energy,0.0226,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2040,non-energy,0.0233,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2045,non-energy,0.024,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2050,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2055,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2060,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2065,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2070,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2075,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2080,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2085,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2090,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2095,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2100,non-energy,0.0248,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,1975,non-energy,0.173,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,1990,non-energy,0.173,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2005,non-energy,0.1303,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2010,non-energy,0.1327,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2015,non-energy,0.1351,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2020,non-energy,0.1445,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2025,non-energy,0.151,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2030,non-energy,0.1574,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2035,non-energy,0.1607,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2040,non-energy,0.1646,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2045,non-energy,0.1683,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2050,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2055,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2060,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2065,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2070,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2075,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2080,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2085,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2090,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2095,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Car,Liquids,2100,non-energy,0.1721,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1975,non-energy,0.3003,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1990,non-energy,0.3003,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,non-energy,0.2264,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,non-energy,0.2305,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,non-energy,0.2347,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,non-energy,0.2512,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,non-energy,0.2625,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,non-energy,0.2738,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2035,non-energy,0.2794,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2040,non-energy,0.2863,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2045,non-energy,0.2928,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2050,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2055,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2060,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2065,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2070,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2075,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2080,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2085,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2090,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2095,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2100,non-energy,0.2993,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,1975,non-energy,0.0725,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,1990,non-energy,0.0725,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2005,non-energy,0.0547,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2010,non-energy,0.0557,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2015,non-energy,0.0567,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2020,non-energy,0.0607,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2025,non-energy,0.0634,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2030,non-energy,0.0661,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2035,non-energy,0.0675,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2040,non-energy,0.0692,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2045,non-energy,0.0707,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2050,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2055,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2060,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2065,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2070,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2075,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2080,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2085,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2090,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2095,non-energy,0.0723,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,Liquids,2100,non-energy,0.0723,CORE
Thailand,trn_freight_road,Heavy truck,NG,1975,non-energy,0.3551,CORE
Thailand,trn_freight_road,Heavy truck,NG,1990,non-energy,0.3551,CORE
Thailand,trn_freight_road,Heavy truck,NG,2005,non-energy,0.3946,CORE
Thailand,trn_freight_road,Heavy truck,NG,2010,non-energy,0.3921,CORE
Thailand,trn_freight_road,Heavy truck,NG,2015,non-energy,0.3895,CORE
Thailand,trn_freight_road,Heavy truck,NG,2020,non-energy,0.3917,CORE
Thailand,trn_freight_road,Heavy truck,NG,2025,non-energy,0.3964,CORE
Thailand,trn_freight_road,Heavy truck,NG,2030,non-energy,0.403,CORE
Thailand,trn_freight_road,Heavy truck,NG,2035,non-energy,0.402,CORE
Thailand,trn_freight_road,Heavy truck,NG,2040,non-energy,0.4013,CORE
Thailand,trn_freight_road,Heavy truck,NG,2045,non-energy,0.4008,CORE
Thailand,trn_freight_road,Heavy truck,NG,2050,non-energy,0.4001,CORE
Thailand,trn_freight_road,Heavy truck,NG,2055,non-energy,0.4001,CORE
Thailand,trn_freight_road,Heavy truck,NG,2060,non-energy,0.4001,CORE
Thailand,trn_freight_road,Heavy truck,NG,2065,non-energy,0.4,CORE
Thailand,trn_freight_road,Heavy truck,NG,2070,non-energy,0.3999,CORE
Thailand,trn_freight_road,Heavy truck,NG,2075,non-energy,0.3997,CORE
Thailand,trn_freight_road,Heavy truck,NG,2080,non-energy,0.3996,CORE
Thailand,trn_freight_road,Heavy truck,NG,2085,non-energy,0.3995,CORE
Thailand,trn_freight_road,Heavy truck,NG,2090,non-energy,0.3994,CORE
Thailand,trn_freight_road,Heavy truck,NG,2095,non-energy,0.3993,CORE
Thailand,trn_freight_road,Heavy truck,NG,2100,non-energy,0.3993,CORE
Thailand,trn_freight_road,Light truck,NG,1975,non-energy,0.2169,CORE
Thailand,trn_freight_road,Light truck,NG,1990,non-energy,0.2169,CORE
Thailand,trn_freight_road,Light truck,NG,2005,non-energy,0.2325,CORE
Thailand,trn_freight_road,Light truck,NG,2010,non-energy,0.2309,CORE
Thailand,trn_freight_road,Light truck,NG,2015,non-energy,0.2293,CORE
Thailand,trn_freight_road,Light truck,NG,2020,non-energy,0.2368,CORE
Thailand,trn_freight_road,Light truck,NG,2025,non-energy,0.2411,CORE
Thailand,trn_freight_road,Light truck,NG,2030,non-energy,0.2452,CORE
Thailand,trn_freight_road,Light truck,NG,2035,non-energy,0.244,CORE
Thailand,trn_freight_road,Light truck,NG,2040,non-energy,0.2429,CORE
Thailand,trn_freight_road,Light truck,NG,2045,non-energy,0.2415,CORE
Thailand,trn_freight_road,Light truck,NG,2050,non-energy,0.24,CORE
Thailand,trn_freight_road,Light truck,NG,2055,non-energy,0.2399,CORE
Thailand,trn_freight_road,Light truck,NG,2060,non-energy,0.2398,CORE
Thailand,trn_freight_road,Light truck,NG,2065,non-energy,0.2397,CORE
Thailand,trn_freight_road,Light truck,NG,2070,non-energy,0.2396,CORE
Thailand,trn_freight_road,Light truck,NG,2075,non-energy,0.2395,CORE
Thailand,trn_freight_road,Light truck,NG,2080,non-energy,0.2394,CORE
Thailand,trn_freight_road,Light truck,NG,2085,non-energy,0.2393,CORE
Thailand,trn_freight_road,Light truck,NG,2090,non-energy,0.2392,CORE
Thailand,trn_freight_road,Light truck,NG,2095,non-energy,0.2391,CORE
Thailand,trn_freight_road,Light truck,NG,2100,non-energy,0.2391,CORE
Thailand,trn_freight_road,Medium truck,NG,1975,non-energy,0.3389,CORE
Thailand,trn_freight_road,Medium truck,NG,1990,non-energy,0.3389,CORE
Thailand,trn_freight_road,Medium truck,NG,2005,non-energy,0.3746,CORE
Thailand,trn_freight_road,Medium truck,NG,2010,non-energy,0.3723,CORE
Thailand,trn_freight_road,Medium truck,NG,2015,non-energy,0.3698,CORE
Thailand,trn_freight_road,Medium truck,NG,2020,non-energy,0.3743,CORE
Thailand,trn_freight_road,Medium truck,NG,2025,non-energy,0.3805,CORE
Thailand,trn_freight_road,Medium truck,NG,2030,non-energy,0.3859,CORE
Thailand,trn_freight_road,Medium truck,NG,2035,non-energy,0.3852,CORE
Thailand,trn_freight_road,Medium truck,NG,2040,non-energy,0.3846,CORE
Thailand,trn_freight_road,Medium truck,NG,2045,non-energy,0.3844,CORE
Thailand,trn_freight_road,Medium truck,NG,2050,non-energy,0.384,CORE
Thailand,trn_freight_road,Medium truck,NG,2055,non-energy,0.3841,CORE
Thailand,trn_freight_road,Medium truck,NG,2060,non-energy,0.3841,CORE
Thailand,trn_freight_road,Medium truck,NG,2065,non-energy,0.3841,CORE
Thailand,trn_freight_road,Medium truck,NG,2070,non-energy,0.384,CORE
Thailand,trn_freight_road,Medium truck,NG,2075,non-energy,0.3839,CORE
Thailand,trn_freight_road,Medium truck,NG,2080,non-energy,0.3838,CORE
Thailand,trn_freight_road,Medium truck,NG,2085,non-energy,0.3836,CORE
Thailand,trn_freight_road,Medium truck,NG,2090,non-energy,0.3835,CORE
Thailand,trn_freight_road,Medium truck,NG,2095,non-energy,0.3834,CORE
Thailand,trn_freight_road,Medium truck,NG,2100,non-energy,0.3834,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,1975,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,1990,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2005,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2010,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2015,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2020,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2025,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2030,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2035,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2040,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2045,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2050,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2055,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2060,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2065,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2070,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2075,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2080,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2085,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2090,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2095,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV,2W and 3W,NG,2100,non-energy,0.0411,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,1975,non-energy,0.1977,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,1990,non-energy,0.1977,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2005,non-energy,0.1679,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2010,non-energy,0.1772,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2015,non-energy,0.1865,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2020,non-energy,0.1966,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2025,non-energy,0.2033,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2030,non-energy,0.2101,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2035,non-energy,0.2133,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2040,non-energy,0.2173,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2045,non-energy,0.221,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2050,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2055,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2060,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2065,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2070,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2075,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2080,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2085,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2090,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2095,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Car,NG,2100,non-energy,0.2247,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,1975,non-energy,0.3366,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,1990,non-energy,0.3366,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2005,non-energy,0.2636,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2010,non-energy,0.2798,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2015,non-energy,0.2961,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2020,non-energy,0.3137,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2025,non-energy,0.3255,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2030,non-energy,0.3373,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2035,non-energy,0.343,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2040,non-energy,0.3499,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,non-energy,0.3564,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,non-energy,0.3629,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,1975,non-energy,0.0893,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,1990,non-energy,0.0893,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2005,non-energy,0.0962,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2010,non-energy,0.1001,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2015,non-energy,0.104,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2020,non-energy,0.1083,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2025,non-energy,0.1111,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2030,non-energy,0.114,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2035,non-energy,0.1153,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2040,non-energy,0.117,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2045,non-energy,0.1186,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2050,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2055,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2060,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2065,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2070,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2075,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2080,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2085,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2090,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2095,non-energy,0.1202,CORE
Thailand,trn_pass_road_LDV_4W,Mini Car,NG,2100,non-energy,0.1202,CORE
